contig_id,cluster_id
NODE_125_length_11726_cov_3.003342.concoct_part_0,4
NODE_126_length_11719_cov_2.952761.concoct_part_0,10
NODE_127_length_11709_cov_8.450832.concoct_part_0,28
NODE_128_length_11672_cov_2.736593.concoct_part_0,10
NODE_129_length_11570_cov_2.626400.concoct_part_0,4
NODE_130_length_11558_cov_2.764148.concoct_part_0,4
NODE_131_length_11548_cov_3.583225.concoct_part_0,27
NODE_132_length_11414_cov_2.592922.concoct_part_0,10
NODE_133_length_11284_cov_3.013714.concoct_part_0,27
NODE_134_length_11228_cov_3.167010.concoct_part_0,27
NODE_135_length_11201_cov_3.464741.concoct_part_0,28
NODE_136_length_11120_cov_4.852508.concoct_part_0,27
NODE_137_length_11026_cov_2.865555.concoct_part_0,10
NODE_138_length_10992_cov_3.196763.concoct_part_0,27
NODE_139_length_10893_cov_10.818048.concoct_part_0,28
NODE_140_length_10887_cov_3.571917.concoct_part_0,27
NODE_141_length_10885_cov_3.260757.concoct_part_0,27
NODE_142_length_10760_cov_3.011210.concoct_part_0,27
NODE_143_length_10685_cov_3.408937.concoct_part_0,27
NODE_144_length_10650_cov_3.232751.concoct_part_0,27
NODE_145_length_10633_cov_3.169408.concoct_part_0,10
NODE_146_length_10584_cov_2.830943.concoct_part_0,4
NODE_147_length_10566_cov_3.835696.concoct_part_0,28
NODE_148_length_10561_cov_3.446887.concoct_part_0,27
NODE_149_length_10537_cov_3.399733.concoct_part_0,27
NODE_150_length_10478_cov_3.303080.concoct_part_0,27
NODE_151_length_10452_cov_2.504569.concoct_part_0,10
NODE_152_length_10425_cov_3.227194.concoct_part_0,27
NODE_153_length_10279_cov_2.758803.concoct_part_0,4
NODE_154_length_10272_cov_3.159832.concoct_part_0,27
NODE_155_length_10218_cov_12.559480.concoct_part_0,28
NODE_156_length_10213_cov_2.897618.concoct_part_0,28
NODE_157_length_10195_cov_2.860256.concoct_part_0,4
NODE_158_length_10148_cov_3.337263.concoct_part_0,27
NODE_159_length_10143_cov_2.871927.concoct_part_0,4
NODE_160_length_10135_cov_8.051290.concoct_part_0,27
NODE_161_length_10133_cov_2.758682.concoct_part_0,10
NODE_162_length_10124_cov_2.631443.concoct_part_0,16
NODE_163_length_10121_cov_3.054540.concoct_part_0,27
NODE_164_length_10103_cov_3.016421.concoct_part_0,4
NODE_165_length_10021_cov_3.350090.concoct_part_0,27
NODE_166_length_9960_cov_2.909944.concoct_part_0,4
NODE_167_length_9947_cov_2.363728.concoct_part_0,28
NODE_168_length_9901_cov_2.731871.concoct_part_0,4
NODE_169_length_9842_cov_3.389496.concoct_part_0,27
NODE_170_length_9832_cov_2.513654.concoct_part_0,10
NODE_171_length_9775_cov_3.225412.concoct_part_0,27
NODE_172_length_9745_cov_2.914241.concoct_part_0,10
NODE_173_length_9743_cov_2.874794.concoct_part_0,10
NODE_174_length_9734_cov_4.114681.concoct_part_0,27
NODE_175_length_9720_cov_3.481842.concoct_part_0,27
NODE_176_length_9717_cov_2.843097.concoct_part_0,4
NODE_177_length_9627_cov_2.897514.concoct_part_0,27
NODE_178_length_9575_cov_9.323214.concoct_part_0,28
NODE_179_length_9567_cov_3.030593.concoct_part_0,27
NODE_180_length_9543_cov_2.513175.concoct_part_0,10
NODE_181_length_9529_cov_3.447118.concoct_part_0,27
NODE_182_length_9505_cov_16.335344.concoct_part_0,28
NODE_183_length_9500_cov_2.726416.concoct_part_0,10
NODE_184_length_9458_cov_2.758588.concoct_part_0,10
NODE_185_length_9449_cov_2.851927.concoct_part_0,4
NODE_186_length_9448_cov_2.806026.concoct_part_0,10
NODE_187_length_9445_cov_2.647710.concoct_part_0,4
NODE_188_length_9384_cov_2.902133.concoct_part_0,4
NODE_189_length_9377_cov_3.337910.concoct_part_0,27
NODE_190_length_9372_cov_7.473865.concoct_part_0,28
NODE_191_length_9357_cov_3.401097.concoct_part_0,27
NODE_192_length_9324_cov_2.369188.concoct_part_0,10
NODE_193_length_9267_cov_2.831198.concoct_part_0,4
NODE_194_length_9200_cov_2.583816.concoct_part_0,28
